3  (1,4)
106,A3  (1,4)
106,D3  (1,4)
106,F3  (1,4)
106,D2  (1,4)
106.0052083333,Db2  (9,12)
106.0052083333,E3  (9,12)
106.0052083333,D1  (0,3)
106.0416666667,F3  (8,11)
106.125,Bb3  (9,12)
106.25,Gb1  (9,12)
106.25,Bb3  (9,12)
106.25,D3  (2,5)
106.25,A3  (2,5)
106.25,F3  (2,5)
106.2916666667,D3  (8,11)
106.375,Bb3  (9,12)
106.5,D1  (9,12)
106.5,Gb1  (9,12)
106.5,Bb3  (9,12)
106.5026041667,D3  (9,12)
106.5416666667,Bb2  (8,11)
106.625,Bb3  (9,12)
106.625,D3  (2,5)
106.625,A3  (2,5)
106.625,F3  (2,5)
106.65625,G3  (6,9)
106.65625,C3  (6,9)
106.65625,E3  (6,9)
106.75,Gb1  (9,12)
106.75,Bb3  (9,12)
106.7552083333,D1  (0,3)
106.875,C1  (9,12)
106.875,Bb3  (9,12)
106.8802083333,Eb3  (9,12)
107,C1  (9,12)
107,Gb1  (9,12)
107,Bb3  (9,12)
107,A3  (2,5)
107,D3  (2,5)
107,F3  (2,5)
107.0052083333,Eb3  (9,12)
107.0052083333,D1  (0,3)
107.125,Bb3  (9,12)
107.1302083333,Eb3  (9,12)
107.25,Gb1  (9,12)
107.25,Bb3  (9,12)
107.2552083333,E3  (9,12)
107.3333333333,A3  (5,8)
107.3333333333,D3  (5,8)
107.3333333333,F3  (5,8)
107.375,Bb3  (9,12)
107.375,A3  (2,5)
107.375,D3  (2,5)
107.375,F3  (2,5)
107.5,D1  (9,12)
107.5,Gb1  (9,12)
107.5,Bb3  (9,12)
107.5026041667,D3  (9,12)
107.5052083333,Gb2  (9,12)
107.625,Bb3  (9,12)
107.6302083333,D0  (0,3)
107.6666666667,A2  (8,11)
107.75,Bb1  (9,12)
107.75,Bb3  (9,12)
107.75,A3  (2,5)
107.75,D3  (2,5)
107.75,F3  (2,5)
107.7552083333,E3  (9,12)
107.7552083333,F0  (0,3)
107.875,Bb3  (9,12)
107.875,F3  (2,5)
107.875,D3  (2,5)
107.875,A3  (2,5)
107.8802083333,Gb0  (0,3)
107.9166666667,Bb2  (8,11)
108,C1  (9,12)
108,Gb1  (9,12)
108,Bb3  (9,12)
108,Bb2  (1,4)
108,D3  (1,4)
108,G1  (1,4)
108,F3  (1,4)
108.0052083333,E3  (9,12)
108.0052083333,G0  (0,3)
108.125,Bb3  (9,12)
108.1666666667,C3  (8,11)
108.25,Gb1  (9,12)
108.25,Bb3  (9,12)
108.25,Bb2  (2,5)
108.25,F3  (2,5)
108.25,D3  (2,5)
108.375,Bb3  (9,12)
108.4166666667,D3  (8,11)
108.5,D1  (9,12)
108.5,Gb1  (9,12)
108.5,Bb3  (9,12)
108.5026041667,D3  (9,12)
108.625,Bb3  (9,12)
108.625,F3  (2,5)
108.625,Bb2  (2,5)
108.625,D3  (2,5)
108.65625,D3  (6,9)
108.65625,A3  (6,9)
108.65625,F3  (6,9)
108.6666666667,E3  (8,11)
108.75,Gb1  (9,12)
108.75,Bb3  (9,12)
108.875,C1  (9,12)
108.875,Bb3  (9,12)
108.8802083333,Eb3  (9,12)
108.8802083333,G0  (0,3)
108.9166666667,F3  (8,11)
109,C1  (9,12)
109,Gb1  (9,12)
109,Bb3  (9,12)
109,F3  (2,5)
109,D3  (2,5)
109,Bb2  (2,5)
109.0052083333,Eb3  (9,12)
109.0052083333,G0  (0,3)
109.125,Bb3  (9,12)
109.1302083333,Eb3  (9,12)
109.1666666667,G3  (8,11)
109.25,Gb1  (9,12)
109.25,Bb3  (9,12)
109.2552083333,E3  (9,12)
109.3333333333,G3  (5,8)
109.3333333333,E3  (5,8)
109.3333333333,C3  (5,8)
109.375,Bb3  (9,12)
109.375,F3  (2,5)
109.375,D3  (2,5)
109.375,Bb2  (2,5)
109.4166666667,A3  (8,11)
109.5,C1  (9,12)
109.5,D1  (9,12)
109.5,Gb1  (9,12)
109.5,Bb3  (9,12)
109.5,A1  (1,4)
109.5,C4  (1,4)
109.5,E4  (1,4)
109.5,A3  (1,4)
109.5026041667,D3  (9,12)
109.5052083333,Gb2  (9,12)
109.5052083333,A0  (0,3)
109.625,Bb3  (9,12)
109.6666666667,D3  (8,11)
109.75,Bb1  (9,12)
109.75,Bb3  (9,12)
109.75,C3  (2,5)
109.75,A2  (2,5)
109.75,F3  (2,5)
109.7552083333,E3  (9,12)
109.875,Bb3  (9,12)
109.875,C3  (2,5)
109.875,A2  (2,5)
109.875,F3  (2,5)
110,C1  (9,12)
110,Gb1  (9,12)
110,Bb3  (9,12)
110,Bb1  (1,4)
110,D4  (1,4)
110,Bb3  (1,4)
110,F4  (1,4)
110.0052083333,E3  (9,12)
110.0052083333,Bb0  (0,3)
110.125,Bb3  (9,12)
110.25,Gb1  (9,12)
110.25,Bb3  (9,12)
110.25,Bb2  (2,5)
110.25,F3  (2,5)
110.25,D3  (2,5)
110.375,Bb3  (9,12)
110.5,D1  (9,12)
110.5,Gb1  (9,12)
110.5,Bb3  (9,12)
110.5026041667,D3  (9,12)
110.625,Bb3  (9,12)
110.625,F3  (2,5)
110.625,D3  (2,5)
110.625,Bb2  (2,5)
110.65625,Bb2  (6,9)
110.65625,D3  (6,9)
110.65625,F3  (6,9)
110.75,Gb1  (9,12)
110.75,Bb3  (9,12)
110.875,C1  (9,12)
110.875,Bb3  (9,12)
110.8802083333,Eb3  (9,12)
110.8802083333,Bb0  (0,3)
111,C1  (9,12)
111,Gb1  (9,12)
111,Bb3  (9,12)
111,F3  (2,5)
111,D3  (2,5)
111,Bb2  (2,5)
111.0052083333,Eb3  (9,12)
111.0052083333,Bb0  (0,3)
111.125,Bb3  (9,12)
111.1302083333,Eb3  (9,12)
111.25,Gb1  (9,12)
111.25,Bb3  (9,12)
111.2552083333,E3  (9,12)
111.3333333333,A3  (5,8)
111.3333333333,D3  (5,8)
111.3333333333,F3  (5,8)
111.375,Bb3  (9,12)
111.375,Bb2  (2,5)
111.375,F3  (2,5)
111.375,D3  (2,5)
111.5,D1  (9,12)
111.5,Gb1  (9,12)
111.5,Bb3  (9,12)
111.5026041667,D3  (9,12)
111.5052083333,Gb2  (9,12)
111.625,Bb3  (9,12)
111.75,Bb1  (9,12)
111.75,Bb3  (9,12)
111.75,F3  (2,5)
111.75,D3  (2,5)
111.75,Bb2  (2,5)
111.75,F4  (1,4)
111.75,D4  (1,4)
111.75,A4  (1,4)
111.7552083333,E3  (9,12)
111.875,Bb3  (9,12)
111.875,Bb2  (2,5)
111.875,D3  (2,5)
111.875,F3  (2,5)
112,C1  (9,12)
112,Gb1  (9,12)
112,Bb3  (9,12)
112,C4  (1,4)
112,E4  (1,4)
112,A1  (1,4)
112,G4  (1,4)
112.0052083333,E3  (9,12)
112.0052083333,A0  (0,3)
112.125,Bb3  (9,12)
112.25,Gb1  (9,12)
112.25,Bb3  (9,12)
112.25,E3  (2,5)
112.25,A2  (2,5)
112.25,C3  (2,5)
112.375,Bb3  (9,12)
112.5,D1  (9,12)
112.5,Gb1  (9,12)
112.5,Bb3  (9,12)
112.5026041667,D3  (9,12)
112.625,Bb3  (9,12)
112.625,E3  (2,5)
112.625,C3  (2,5)
112.625,A2  (2,5)
112.6302083333,E1  (0,3)
112.65625,D3  (6,9)
112.65625,F3  (6,9)
112.65625,A3  (6,9)
112.75,Gb1  (9,12)
112.75,Bb3  (9,12)
112.875,C1  (9,12)
112.875,Bb3  (9,12)
112.8802083333,Eb3  (9,12)
112.8802083333,B1  (0,3)
113,C1  (9,12)
113,Gb1  (9,12)
113,Bb3  (9,12)
113,E3  (2,5)
113,C3  (2,5)
113,A2  (2,5)
113.0052083333,Eb3  (9,12)
113.0052083333,A1  (0,3)
113.125,Bb3  (9,12)
113.1302083333,Eb3  (9,12)
113.25,C1  (9,12)
113.25,Gb1  (9,12)
113.25,Bb3  (9,12)
113.2552083333,E3  (9,12)
113.3333333333,Bb3  (5,8)
113.3333333333,F3  (5,8)
113.3333333333,D3  (5,8)
113.375,Bb3  (9,12)
113.375,E3  (2,5)
113.375,C3  (2,5)
113.375,A2  (2,5)
113.5,C1  (9,12)
113.5,D1  (9,12)
113.5,Bb1  (9,12)
113.5,Bb3  (9,12)
113.5,G4  (1,4)
113.5,E4  (1,4)
113.5,C4  (1,4)
113.5,A1  (1,4)
113.5026041667,D3  (9,12)
113.5052083333,Gb2  (9,12)
113.5052083333,E1  (0,3)
113.625,Bb3  (9,12)
113.75,D1  (9,12)
113.75,Bb3  (9,12)
113.75,E3  (2,5)
113.75,C3  (2,5)
113.75,A2  (2,5)
113.7552083333,E3  (9,12)
113.875,D1  (9,12)
113.875,Bb3  (9,12)
113.875,C3  (2,5)
113.875,E3  (2,5)
113.875,A2  (2,5)
113.8802083333,A0  (0,3)
113.9947916667,D4  (7,10)
114,C1  (9,12)
114,Gb1  (9,12)
114,Bb3  (9,12)
114,D4  (1,4)
114,A3  (1,4)
114,F3  (1,4)
114,D2  (1,4)
114.0052083333,Db2  (9,12)
114.0052083333,E3  (9,12)
114.0052083333,D1  (0,3)
114.125,Bb3  (9,12)
114.25,Gb1  (9,12)
114.25,Bb3  (9,12)
114.25,D3  (2,5)
114.25,A3  (2,5)
114.25,F3  (2,5)
114.375,Bb3  (9,12)
114.5,D1  (9,12)
114.5,Gb1  (9,12)
114.5,Bb3  (9,12)
114.5026041667,D3  (9,12)
114.625,Bb3  (9,12)
114.625,D3  (2,5)
114.625,A3  (2,5)
114.625,F3  (2,5)
114.65625,G3  (6,9)
114.65625,C3  (6,9)
114.65625,E3  (6,9)
114.75,Gb1  (9,12)
114.75,Bb3  (9,12)
114.875,C1  (9,12)
114.875,Bb3  (9,12)
114.8802083333,Eb3  (9,12)
114.8802083333,D1  (0,3)
115,C1  (9,12)
115,Gb1  (9,12)
115,Bb3  (9,12)
115,A3  (2,5)
115,D3  (2,5)
115,F3  (2,5)
115.0052083333,Eb3  (9,12)
115.0052083333,D1  (0,3)
115.125,Bb3  (9,12)
115.1302083333,Eb3  (9,12)
115.2447916667,E4  (7,10)
115.25,Gb1  (9,12)
115.25,Bb3  (9,12)
115.2552083333,E3  (9,12)
115.3333333333,A3  (5,8)
115.3333333333,F3  (5,8)
115.3333333333,D3  (5,8)
115.375,Bb3  (9,12)
115.375,A3  (2,5)
115.375,D3  (2,5)
115.375,F3  (2,5)
115.3802083333,E0  (0,3)
115.5,D1  (9,12)
115.5,Gb1  (9,12)
115.5,Bb3  (9,12)
115.5026041667,D3  (9,12)
115.5052083333,Gb2  (9,12)
115.6197916667,F4  (7,10)
115.625,Bb3  (9,12)
115.6302083333,E0  (0,3)
115.75,Gb1  (9,12)
115.75,Bb3  (9,12)
115.75,A3  (2,5)
115.75,D3  (2,5)
115.75,F3  (2,5)
115.7552083333,E3  (9,12)
115.7552083333,F0  (0,3)
115.875,Bb3  (9,12)
115.875,F3  (2,5)
115.875,D3  (2,5)
115.875,A3  (2,5)
115.8802083333,A0  (0,3)
115.9947916667,Bb3  (7,10)
116,C1  (9,12)
116,Gb1  (9,12)
116,Bb3  (9,12)
116,Bb3  (1,4)
116,D4  (1,4)
116,G3  (1,4)
116,G1  (1,4)
116.0052083333,E3  (9,12)
116.0052083333,G0  (0,3)
116.125,Bb3  (9,12)
116.25,Gb1  (9,12)
116.25,Bb3  (9,12)
116.25,Bb2  (2,5)
116.25,F3  (2,5)
116.25,D3  (2,5)
116.375,Bb3  (9,12)
116.5,D1  (9,12)
116.5,Gb1  (9,12)
116.5,Bb3  (9,12)
116.5026041667,D3  (9,12)
116.625,Bb3  (9,12)
116.625,F3  (2,5)
116.625,Bb2  (2,5)
116.625,D3  (2,5)
116.75,Bb1  (9,12)
116.75,Bb3  (9,12)
116.875,C1  (9,12)
116.875,Bb3  (9,12)
116.8802083333,Eb3  (9,12)
116.8802083333,G0  (0,3)
117,C1  (9,12)
117,Gb1  (9,12)
117,Bb3  (9,12)
117,F3  (2,5)
117,D3  (2,5)
117,Bb2  (2,5)
117.0052083333,Eb3  (9,12)
117.0052083333,G0  (0,3)
117.125,Bb3  (9,12)
117.1302083333,Eb3  (9,12)
117.25,Gb1  (9,12)
117.25,Bb3  (9,12)
117.2552083333,E3  (9,12)
117.3333333333,G3  (5,8)
117.3333333333,E3  (5,8)
117.3333333333,C3  (5,8)
117.375,Bb3  (9,12)
117.375,F3  (2,5)
117.375,D3  (2,5)
117.375,Bb2  (2,5)
117.3802083333,A0  (0,3)
117.4947916667,C4  (7,10)
117.5,C1  (9,12)
117.5,D1  (9,12)
117.5,Gb1  (9,12)
117.5,Bb3  (9,12)
117.5,E4  (1,4)
117.5,A1  (1,4)
117.5,C4  (1,4)
117.5,A3  (1,4)
117.5026041667,D3  (9,12)
117.5052083333,Gb2  (9,12)
117.5052083333,A0  (0,3)
117.625,Bb3  (9,12)
117.75,Bb1  (9,12)
117.75,Bb3  (9,12)
117.75,C3  (2,5)
117.75,A2  (2,5)
117.75,F3  (2,5)
117.7552083333,E3  (9,12)
117.875,Bb3  (9,12)
117.875,C3  (2,5)
117.875,A2  (2,5)
117.875,F3  (2,5)
117.9947916667,D4  (7,10)
118,C1  (9,12)
118,Gb1  (9,12)
118,Bb3  (9,12)
118,D4  (1,4)
118,F4  (1,4)
118,Bb3  (1,4)
118,Bb1  (1,4)
118.0052083333,E3  (9,12)
118.0052083333,Bb0  (0,3)
118.125,Bb3  (9,12)
118.25,Gb1  (9,12)
118.25,Bb3  (9,12)
118.25,Bb2  (2,5)
118.25,F3  (2,5)
118.25,D3  (2,5)
118.375,Bb3  (9,12)
118.5,D1  (9,12)
118.5,Gb1  (9,12)
118.5,Bb3  (9,12)
118.5026041667,D3  (9,12)
118.625,Bb3  (9,12)
118.625,F3  (2,5)
118.625,D3  (2,5)
118.625,Bb2  (2,5)
118.75,Gb1  (9,12)
118.75,Bb3  (9,12)
118.875,C1  (9,12)
118.875,Bb3  (9,12)
118.8802083333,Eb3  (9,12)
118.8802083333,Bb0  (0,3)
119,C1  (9,12)
119,Gb1  (9,12)
119,Bb3  (9,12)
119,F3  (2,5)
119,D3  (2,5)
119,Bb2  (2,5)
119.0052083333,Eb3  (9,12)
119.0052083333,Bb0  (0,3)
119.125,Bb3  (9,12)
119.1302083333,Eb3  (9,12)
119.25,Gb1  (9,12)
119.25,Bb3  (9,12)
119.2552083333,E3  (9,12)
119.2552083333,Bb1  (0,3)
119.3333333333,A3  (5,8)
119.3333333333,F3  (5,8)
119.3333333333,D3  (5,8)
119.375,Bb3  (9,12)
119.375,Bb2  (2,5)
119.375,F3  (2,5)
119.375,D3  (2,5)
119.5,D1  (9,12)
119.5,Gb1  (9,12)
119.5,Bb3  (9,12)
119.5026041667,D3  (9,12)
119.5052083333,Gb2  (9,12)
119.625,Bb3  (9,12)
119.6302083333,Bb0  (0,3)
119.75,Bb1  (9,12)
119.75,Bb3  (9,12)
119.75,F3  (2,5)
119.75,D3  (2,5)
119.75,Bb2  (2,5)
119.7552083333,E3  (9,12)
119.875,Bb3  (9,12)
119.875,Bb2  (2,5)
119.875,D3  (2,5)
119.875,F3  (2,5)
119.8802083333,E0  (0,3)
119.9947916667,C4  (7,10)
120,C1  (9,12)
120,Gb1  (9,12)
120,Bb3  (9,12)
120,E4  (1,4)
120,C4  (1,4)
120,A3  (1,4)
120,A1  (1,4)
120.0052083333,E3  (9,12)
120.0052083333,A0  (0,3)
120.125,Bb3  (9,12)
120.25,Gb1  (9,12)
120.25,Bb3  (9,12)
120.25,E3  (2,5)
120.25,A2  (2,5)
120.25,C3  (2,5)
120.375,Bb3  (9,12)
120.5,D1  (9,12)
120.5,Gb1  (9,12)
120.5,Bb3  (9,12)
120.5026041667,D3  (9,12)
120.5052083333,E1  (0,3)
120.625,Bb3  (9,12)
120.625,E3  (2,5)
120.625,C3  (2,5)
120.625,A2  (2,5)
120.75,Gb1  (9,12)
120.75,Bb3  (9,12)
120.875,C1  (9,12)
120.875,Bb3  (9,12)
120.8802083333,Eb3  (9,12)
120.8802083333,B1  (0,3)
120.9427083333,B1  (0,3)
121,C1  (9,12)
121,Gb1  (9,12)
121,Bb3  (9,12)
121,E3  (2,5)
121,C3  (2,5)
121,A2  (2,5)
121.0052083333,Eb3  (9,12)
121.0052083333,A1  (0,3)
121.125,Bb3  (9,12)
121.1302083333,Eb3  (9,12)
121.25,Gb1  (9,12)
121.25,Bb3  (9,12)
121.2552083333,E3  (9,12)
121.3333333333,Bb3  (5,8)
121.3333333333,F3  (5,8)
121.3333333333,D3  (5,8)
121.375,D1  (9,12)
121.375,Bb3  (9,12)
121.375,E3  (2,5)
121.375,C3  (2,5)
121.375,A2  (2,5)
121.5,C1  (9,12)
121.5,D1  (9,12)
121.5,Gb1  (9,12)
121.5,Bb3  (9,12)
121.5026041667,D3  (9,12)
121.5052083333,Gb2  (9,12)
121.625,Bb3  (9,12)
121.625,G1  (9,12)
121.75,D1  (9,12)
121.75,Gb1  (9,12)
121.75,Bb3  (9,12)
121.75,E3  (2,5)
121.75,C3  (2,5)
121.75,A2  (2,5)
121.7552083333,E3  (9,12)
121.875,Bb3  (9,12)
121.875,C3  (2,5)
121.875,E3  (2,5)
121.875,A2  (2,5)
121.9947916667,A4  (7,10)
122,C1  (9,12)
122,Gb1  (9,12)
122,Bb3  (9,12)
122,A3  (2,5)
122,F3  (2,5)
122,D3  (2,5)
122,F3  (1,4)
122,D3  (1,4)
122,A3  (1,4)
122,D2  (1,4)
122.0052083333,Db2  (9,12)
122.0052083333,E3  (9,12)
122.0052083333,D1  (0,3)
122.125,Bb3  (9,12)
122.25,Gb1  (9,12)
122.25,Bb3  (9,12)
122.25,F3  (2,5)
122.25,A3  (2,5)
122.25,D3  (2,5)
122.375,Bb3  (9,12)
122.5,D1  (9,12)
122.5,Gb1  (9,12)
122.5,Bb3  (9,12)
122.5026041667,D3  (9,12)
122.625,Bb3  (9,12)
122.625,F3  (2,5)
122.625,D3  (2,5)
122.625,A3  (2,5)
122.75,Gb1  (9,12)
122.75,Bb3  (9,12)
122.7552083333,D1  (0,3)
122.875,C1  (9,12)
122.875,Bb3  (9,12)
122.8802083333,Eb3  (9,12)
123,C1  (9,12)
123,Gb1  (9,12)
123,Bb3  (9,12)
123,A3  (2,5)
123,F3  (2,5)
123,D3  (2,5)
123.0052083333,Eb3  (9,12)
123.0052083333,D1  (0,3)
123.125,Bb3  (9,12)
123.1302083333,Eb3  (9,12)
123.25,Gb1  (9,12)
123.25,Bb3  (9,12)
123.2552083333,E3  (9,12)
123.3333333333,A3  (5,8)
123.3333333333,D3  (5,8)
123.3333333333,F3  (5,8)
123.375,Bb3  (9,12)
123.375,F3  (2,5)
123.375,D3  (2,5)
123.375,A3  (2,5)
123.5,D1  (9,12)
123.5,Gb1  (9,12)
123.5,Bb3  (9,12)
123.5,F1  (9,12)
123.5026041667,D3  (9,12)
123.5052083333,Gb2  (9,12)
123.625,Bb3  (9,12)
123.75,Bb1  (9,12)
123.75,Bb3  (9,12)
123.75,F3  (2,5)
123.75,A3  (2,5)
123.75,D3  (2,5)
123.7552083333,E3  (9,12)
123.875,Bb3  (9,12)
124,C1  (9,12)
124,Gb1  (9,12)
124,Bb3  (9,12)
124,D3  (2,5)
124,F3  (2,5)
124,Bb2  (2,5)
124,Bb2  (1,4)
124,D3  (1,4)
124,F3  (1,4)
124,G1  (1,4)
124,G2  (1,4)
124.0052083333,E3  (9,12)
124.0052083333,G0  (0,3)
124.125,Bb3  (9,12)
124.25,Gb1  (9,12)
124.25,Bb3  (9,12)
124.25,F3  (2,5)
124.25,D3  (2,5)
124.25,Bb2  (2,5)
124.375,Bb3  (9,12)
124.375,A3  (3,6)
124.375,D4  (3,6)
124.5,D1  (9,12)
124.5,Gb1  (9,12)
124.5,Bb3  (9,12)
124.5,G3  (3,6)
124.5,C4  (3,6)
124.5026041667,D3  (9,12)
124.625,Bb3  (9,12)
124.625,D3  (2,5)
124.625,Bb2  (2,5)
124.625,F3  (2,5)
124.75,Gb1  (9,12)
124.75,Bb3  (9,12)
124.75,D3  (3,6)
124.75,G3  (3,6)
124.875,C1  (9,12)
124.875,Bb3  (9,12)
124.8802083333,Eb3  (9,12)
124.8802083333,G0  (0,3)
125,C1  (9,12)
125,Gb1  (9,12)
125,Bb3  (9,12)
125,Bb2  (2,5)
125,F3  (2,5)
125,D3  (2,5)
125.0052083333,Eb3  (9,12)
125.0052083333,G0  (0,3)
125.125,Bb3  (9,12)
125.1302083333,Eb3  (9,12)
125.25,Gb1  (9,12)
125.25,Bb3  (9,12)
125.25,D3  (3,6)
125.2552083333,E3  (9,12)
125.3333333333,G3  (5,8)
125.3333333333,E3  (5,8)
125.3333333333,C3  (5,8)
125.375,Bb3  (9,12)
125.375,F3  (2,5)
125.375,D3  (2,5)
125.375,Bb2  (2,5)
125.3802083333,G0  (0,3)
125.5,D1  (9,12)
125.5,Gb1  (9,12)
125.5,Bb3  (9,12)
125.5,F1  (9,12)
125.5,C3  (1,4)
125.5,E3  (1,4)
125.5,A1  (1,4)
125.5,A2  (1,4)
125.5026041667,D3  (9,12)
125.5052083333,Gb2  (9,12)
125.5052083333,A0  (0,3)
125.625,Bb3  (9,12)
125.625,C3  (3,6)
125.75,Bb1  (9,12)
125.75,Bb3  (9,12)
125.75,C3  (2,5)
125.75,A2  (2,5)
125.75,F3  (2,5)
125.7552083333,E3  (9,12)
125.875,Bb3  (9,12)
125.8802083333,A0  (0,3)
126,C1  (9,12)
126,Gb1  (9,12)
126,Bb3  (9,12)
126,D3  (2,5)
126,F3  (2,5)
126,Bb2  (2,5)
126,D3  (3,6)
126,Bb1  (1,4)
126,D3  (1,4)
126,Bb2  (1,4)
126,F3  (1,4)
126.0052083333,E3  (9,12)
126.0052083333,Bb0  (0,3)
126.125,Bb3  (9,12)
126.125,C3  (3,6)
126.25,Gb1  (9,12)
126.25,Bb3  (9,12)
126.25,F3  (2,5)
126.25,D3  (2,5)
126.25,Bb2  (2,5)
126.25,A2  (3,6)
126.375,Bb3  (9,12)
126.375,C3  (3,6)
126.5,D1  (9,12)
126.5,Gb1  (9,12)
126.5,Bb3  (9,12)
126.5026041667,D3  (9,12)
126.625,Bb3  (9,12)
126.625,F3  (2,5)
126.625,D3  (2,5)
126.625,Bb2  (2,5)
126.625,A2  (3,6)
126.75,Gb1  (9,12)
126.75,Bb3  (9,12)
126.75,C3  (3,6)
126.875,C1  (9,12)
126.875,Bb3  (9,12)
126.8802083333,Eb3  (9,12)
126.8802083333,Bb0  (0,3)
127,C1  (9,12)
127,Gb1  (9,12)
127,Bb3  (9,12)
127,F3  (2,5)
127,Bb2  (2,5)
127,D3  (2,5)
127.0052083333,Eb3  (9,12)
127.0052083333,Bb0  (0,3)
127.125,Bb3  (9,12)
127.1302083333,Eb3  (9,12)
127.25,Gb1  (9,12)
127.25,Bb3  (9,12)
127.25,D3  (3,6)
127.2552083333,E3  (9,12)
127.3333333333,A3  (5,8)
127.3333333333,D3  (5,8)
127.3333333333,F3  (5,8)
127.375,Bb3  (9,12)
127.375,D3  (2,5)
127.375,F3  (2,5)
127.375,Bb2  (2,5)
127.5,D1  (9,12)
127.5,Gb1  (9,12)
127.5,Bb3  (9,12)
127.5026041667,D3  (9,12)
127.5052083333,F1  (9,12)
127.5052083333,Gb2  (9,12)
127.625,Bb3  (9,12)
127.625,C3  (3,6)
127.75,Bb1  (9,12)
127.75,Bb3  (9,12)
127.75,D3  (2,5)
127.75,Bb2  (2,5)
127.75,F3  (2,5)
127.7552083333,E3  (9,12)
127.875,Bb3  (9,12)
128,C1  (9,12)
128,Gb1  (9,12)
128,Bb3  (9,12)
128,E3  (2,5)
128,C3  (2,5)
128,A2  (2,5)
128,D3  (3,6)
128,E3  (1,4)
128,C3  (1,4)
128,A1  (1,4)
128,G3  (1,4)
128.0052083333,E3  (9,12)
128.0052083333,A0  (0,3)
128.125,Bb3  (9,12)
128.125,C3  (3,6)
128.25,Gb1  (9,12)
128.25,Bb3  (9,12)
128.25,C3  (2,5)
128.25,E3  (2,5)
128.25,A2  (2,5)
128.25,A2  (3,6)
128.375,Bb3  (9,12)
128.375,C3  (3,6)
128.5,D1  (9,12)
128.5,Gb1  (9,12)
128.5,Bb3  (9,12)
128.5026041667,D3  (9,12)
128.5833333333,D4  (4,7)
128.5833333333,F3  (4,7)
128.5833333333,A3  (4,7)
128.5833333333,D3  (11,14)
128.625,Bb3  (9,12)
128.625,E3  (2,5)
128.625,C3  (2,5)
128.625,A2  (2,5)
128.625,A2  (3,6)
128.75,Gb1  (9,12)
128.75,Bb3  (9,12)
128.75,C3  (3,6)
128.875,C1  (9,12)
128.875,Bb3  (9,12)
128.8802083333,Eb3  (9,12)
128.8802083333,A1  (0,3)
128.9583333333,C3  (11,14)
129,C1  (9,12)
129,Gb1  (9,12)
129,Bb3  (9,12)
129,E3  (2,5)
129,C3  (2,5)
129,A2  (2,5)
129,F3  (3,6)
129,A3  (3,6)
129.0052083333,Eb3  (9,12)
129.0052083333,A1  (0,3)
129.125,Bb3  (9,12)
129.1302083333,Eb3  (9,12)
129.25,C1  (9,12)
129.25,Gb1  (9,12)
129.25,Bb3  (9,12)
129.2552083333,E3  (9,12)
129.3333333333,Bb3  (5,8)
129.3333333333,F3  (5,8)
129.3333333333,D3  (5,8)
129.3333333333,D3  (11,14)
129.375,Bb3  (9,12)
129.375,E3  (2,5)
129.375,C3  (2,5)
129.375,A2  (2,5)
129.3802083333,E1  (0,3)
129.4583333333,C3  (11,14)
129.5,C1  (9,12)
129.5,D1  (9,12)
129.5,Bb1  (9,12)
129.5,Bb3  (9,12)
129.5026041667,D3  (9,12)
129.5052083333,F1  (9,12)
129.5052083333,Gb2  (9,12)
129.5052083333,A0  (0,3)
129.5833333333,A2  (11,14)
129.625,Bb3  (9,12)
129.7083333333,C3  (11,14)
129.75,D1  (9,12)
129.75,Bb3  (9,12)
129.75,E3  (2,5)
129.75,C3  (2,5)
129.75,A2  (2,5)
129.7552083333,E3  (9,12)
129.875,D1  (9,12)
129.875,Bb3  (9,12)
129.9583333333,A2  (11,14)
129.9947916667,A4  (7,10)
130,C1  (9,12)
130,Gb1  (9,12)
130,Bb3  (9,12)
130,A3  (2,5)
130,F3  (2,5)
130,D3  (2,5)
130,Bb3  (3,6)
130,G3  (3,6)
130,F3  (1,4)
130,D3  (1,4)
130,A3  (1,4)
130,D2  (1,4)
130.0052083333,Db2  (9,12)
130.0052083333,E3  (9,12)
130.0052083333,D1  (0,3)
130.0833333333,C3  (11,14)
130.125,Bb3  (9,12)
130.25,Gb1  (9,12)
130.25,Bb3  (9,12)
130.25,F3  (2,5)
130.25,A3  (2,5)
130.25,D3  (2,5)
130.375,Bb3  (9,12)
130.5,D1  (9,12)
130.5,Gb1  (9,12)
130.5,Bb3  (9,12)
130.5,F3  (3,6)
130.5,A3  (3,6)
130.5026041667,D3  (9,12)
130.5833333333,D3  (11,14)
130.5833333333,C4  (4,7)
130.5833333333,F4  (4,7)
130.5833333333,Bb3  (4,7)
130.625,Bb3  (9,12)
130.625,F3  (2,5)
130.625,D3  (2,5)
130.625,A3  (2,5)
130.75,Gb1  (9,12)
130.75,Bb3  (9,12)
130.75,Bb2  (3,6)
130.75,D3  (3,6)
130.875,C1  (9,12)
130.875,Bb3  (9,12)
130.8802083333,Eb3  (9,12)
130.8802083333,D1  (0,3)
130.9583333333,C3  (11,14)
131,C1  (9,12)
131,Gb1  (9,12)
131,Bb3  (9,12)
131,A3  (2,5)
131,F3  (2,5)
131,D3  (2,5)
131,C3  (3,6)
131,E3  (3,6)
131.0052083333,Eb3  (9,12)
131.0052083333,D1  (0,3)
131.125,Bb3  (9,12)
131.1302083333,Eb3  (9,12)
131.25,Gb1  (9,12)
131.25,Bb3  (9,12)
